#DAYS	13522_MAG	13522_ERR	99em_MAG	99em_ERR	98S_MAG	98S_ERR	88Z_MAG	87A_MAG	10jl_MAG	10jl_ERR	97cy_MAG
281.18	0	0	0	0	0	0	0	4.72	0	0	0
282	0	0	0	0	0	0	17.8	0	0	0	0
282.12	0	0	0	0	0	0	0	4.73	0	0	0
284.13	0	0	0	0	0	0	0	4.75	0	0	0
284.39	0	0	0	0	0	0	0	4.76	0	0	0
285.09	0	0	0	0	0	0	0	4.76	0	0	0
287.16	0	0	0	0	0	0	0	4.78	0	0	0
290.04	0	0	0	0	0	0	0	4.81	0	0	0
290.06	0	0	0	0	0	0	0	4.8	0	0	0
291.09	0	0	0	0	0	0	0	4.82	0	0	0
291.51	0	0	0	0	0	0	0	4.83	0	0	0
292.05	0	0	0	0	0	0	0	4.83	0	0	0
293.06	0	0	0	0	0	0	0	4.84	0	0	0
293.18	0	0	0	0	0	0	0	4.84	0	0	0
293.98	0	0	0	0	0	0	0	4.84	0	0	0
294.36	0	0	0	0	0	0	0	4.86	0	0	0
294.38	0	0	0	0	0	0	0	4.85	0	0	0
294.39	0	0	0	0	0	0	0	4.87	0	0	0
296.03	0	0	0	0	0	0	0	4.86	0	0	0
296.33	0	0	0	0	0	0	0	4.89	0	0	0
296.35	0	0	0	0	0	0	0	4.88	0	0	0
296.99	0	0	0	0	0	0	0	4.86	0	0	0
298.06	0	0	0	0	0	0	0	4.88	0	0	0
300.35	0	0	0	0	0	0	0	4.91	0	0	0
300.36	0	0	0	0	0	0	0	4.92	0	0	0
300.37	0	0	0	0	0	0	0	4.91	0	0	0
301.04	0	0	0	0	0	0	0	4.92	0	0	0
301.14	0	0	0	0	0	0	0	4.92	0	0	0
302.13	0	0	0	0	0	0	0	4.93	0	0	0
303.21	0	0	0	0	0	0	0	4.93	0	0	0
304.14	0	0	0	0	0	0	0	4.95	0	0	0
305.02	0	0	0	0	0	0	0	4.96	0	0	0
306.03	0	0	0	0	0	0	0	4.97	0	0	0
307.01	0	0	0	0	0	0	0	4.97	0	0	0
307.34	0	0	0	0	0	0	0	4.96	0	0	0
307.35	0	0	0	0	0	0	0	4.99	0	0	0
307.36	0	0	0	0	0	0	0	5.01	0	0	0
308.04	0	0	0	0	0	0	0	4.98	0	0	0
309.08	0	0	0	0	0	0	0	5	0	0	0
311.28	0	0	0	0	0	0	0	4.99	0	0	0
312.07	0	0	0	0	0	0	0	5.02	0	0	0
313.1	0	0	0	0	0	0	0	5.03	0	0	0
314.09	0	0	0	0	0	0	0	5.04	0	0	0
315.1	0	0	0	0	0	0	0	5.05	0	0	0
315.3	0	0	0	0	0	0	0	5.01	0	0	0
315.31	0	0	0	0	0	0	0	5.06	0	0	0
315.32	0	0	0	0	0	0	0	5.06	0	0	0
316.14	0	0	0	0	0	0	0	5.05	0	0	0
317.07	0	0	0	0	0	0	0	5.07	0	0	0
318.19	0	0	0	0	0	0	0	5.08	0	0	0
319.01	0	0	0	0	0	0	0	5.09	0	0	0
319.99	0	0	0	0	0	0	0	5.09	0	0	0
320.31	0	0	0	0	0	0	0	5.08	0	0	0
320.32	0	0	0	0	0	0	0	5.09	0	0	0
320.33	0	0	0	0	0	0	0	5.12	0	0	0
321.1	0	0	0	0	0	0	0	5.09	0	0	0
322.08	0	0	0	0	0	0	0	5.12	0	0	0
323.1	0	0	0	0	0	0	0	5.13	0	0	0
324.1	0	0	0	0	0	0	0	5.14	0	0	0
325	0	0	0	0	0	0	0	5.16	0	0	0
326.02	0	0	0	0	0	0	0	5.17	0	0	0
326.19	0	0	3.69745	0.03787	0	0	0	0	0	0	0
327.08	0	0	0	0	0	0	0	5.17	0	0	0
327.3	0	0	0	0	0	0	0	5.17	0	0	0
327.31	0	0	0	0	0	0	0	5.19	0	0	0
327.32	0	0	0	0	0	0	0	5.19	0	0	0
329.29	0	0	0	0	0	0	0	5.2	0	0	0
329.3	0	0	0	0	0	0	0	5.21	0	0	0
329.31	0	0	0	0	0	0	0	5.2	0	0	0
330.27	0	0	0	0	0	0	0	5.27	0	0	0
331.15	0	0	0	0	0	0	0	5.23	0	0	0
332.16	0	0	0	0	0	0	0	5.22	0	0	0
333.17	0	0	3.80015	0.04309	0	0	0	0	0	0	0
334.17	0	0	0	0	0	0	0	5.25	0	0	0
335.14	0	0	3.85935	0.05201	0	0	0	0	0	0	0
335.16	0	0	0	0	0	0	0	5.26	0	0	0
336.02	0	0	0	0	0	0	0	5.27	0	0	0
336.29	0	0	0	0	0	0	0	5.26	0	0	0
336.3	0	0	0	0	0	0	0	5.28	0	0	0
337.01	0	0	0	0	0	0	0	5.28	0	0	0
338.01	0	0	0	0	0	0	0	5.3	0	0	0
338.31	0	0	0	0	0	0	0	5.29	0	0	0
338.32	0	0	0	0	0	0	0	5.3	0	0	0
338.34	0	0	0	0	0	0	0	5.29	0	0	0
339.99	0	0	0	0	0	0	0	5.31	0	0	0
341.07	0	0	0	0	0	0	0	5.32	0	0	0
341.19	0	0	3.87777	0.0278	0	0	0	0	0	0	0
342.03	0	0	0	0	0	0	0	5.33	0	0	0
342.99	0	0	0	0	0	0	0	5.34	0	0	0
343.32	0	0	0	0	0	0	0	5.35	0	0	0
343.33	0	0	0	0	0	0	0	5.35	0	0	0
344	0	0	0	0	0	0	0	5.35	0	0	0
344.33	0	0	0	0	0	0	0	5.37	0	0	0
344.34	0	0	0	0	0	0	0	5.36	0	0	0
344.35	0	0	0	0	0	0	0	5.31	0	0	0
344.99	0	0	0	0	0	0	0	5.37	0	0	0
347.14	0	0	0	0	0	0	0	5.39	0	0	0
347.29	0	0	0	0	0	0	0	5.4	0	0	0
347.3	0	0	0	0	0	0	0	5.4	0	0	0
350.15	0	0	0	0	0	0	0	5.43	0	0	0
351.14	0	0	0	0	0	0	0	5.43	0	0	0
352.14	0	0	0	0	0	0	0	5.44	0	0	0
353.07	0	0	0	0	0	0	0	5.45	0	0	0
354	16.894	0.027	0	0	0	0	0	0	0	0	0
354.11	0	0	0	0	0	0	0	5.48	0	0	0
354.28	0	0	0	0	0	0	0	5.48	0	0	0
354.29	0	0	0	0	0	0	0	5.48	0	0	0
358.1	0	0	0	0	0	0	0	5.51	0	0	0
360.31	0	0	0	0	0	0	0	5.54	0	0	0
360.32	0	0	0	0	0	0	0	5.54	0	0	0
360.97	0	0	0	0	0	0	0	5.54	0	0	0
361.97	0	0	0	0	0	0	0	5.55	0	0	0
362.97	0	0	0	0	0	0	0	5.57	0	0	0
364	0	0	0	0	0	0	0	5.58	0	0	0
366.01	0	0	0	0	0	0	0	5.6	0	0	0
367.26	0	0	0	0	0	0	0	5.61	0	0	0
367.27	0	0	0	0	0	0	0	5.61	0	0	0
368	16.869	0.039	0	0	0	0	0	0	0	0	0
368.02	0	0	0	0	0	0	0	5.61	0	0	0
368.04	0	0	0	0	0	0	0	5.62	0	0	0
368.24	0	0	0	0	0	0	0	5.61	0	0	0
369.02	0	0	0	0	0	0	0	5.62	0	0	0
370.23	0	0	0	0	0	0	0	5.65	0	0	0
370.24	0	0	0	0	0	0	0	5.63	0	0	0
370.25	0	0	0	0	0	0	0	5.63	0	0	0
372.01	0	0	0	0	0	0	0	5.67	0	0	0
373.01	0	0	0	0	0	0	0	5.68	0	0	0
376.26	0	0	0	0	0	0	0	5.72	0	0	0
376.27	0	0	0	0	0	0	0	5.7	0	0	0
378.97	0	0	0	0	0	0	0	5.76	0	0	0
380.23	0	0	0	0	0	0	0	5.76	0	0	0
380.24	0	0	0	0	0	0	0	5.76	0	0	0
380.98	0	0	0	0	0	0	0	0	0	0	19.67
381.99	0	0	0	0	0	0	0	5.79	0	0	0
383.98	0	0	0	0	0	0	0	5.8	0	0	0
384.95	0	0	0	0	0	0	0	5.81	0	0	0
385.22	0	0	0	0	0	0	0	5.81	0	0	0
385.23	0	0	0	0	0	0	0	5.81	0	0	0
385.24	0	0	0	0	0	0	0	5.8	0	0	0
385.95	0	0	0	0	0	0	0	5.83	0	0	0
387.95	0	0	0	0	0	0	0	5.85	0	0	0
388.95	0	0	0	0	0	0	0	5.85	0	0	0
389.25	0	0	0	0	0	0	0	5.89	0	0	0
389.26	0	0	0	0	0	0	0	5.88	0	0	0
389.27	0	0	0	0	0	0	0	5.87	0	0	0
389.95	0	0	0	0	0	0	0	5.87	0	0	0
390.95	0	0	0	0	0	0	0	5.88	0	0	0
391.95	0	0	0	0	0	0	0	5.89	0	0	0
392.3	0	0	0	0	0	0	0	5.9	0	0	0
392.31	0	0	0	0	0	0	0	5.91	0	0	0
392.95	0	0	0	0	0	0	0	5.91	0	0	0
394.24	0	0	0	0	0	0	0	5.92	0	0	0
394.24	0	0	0	0	0	0	0	5.93	0	0	0
394.25	0	0	0	0	0	0	0	5.92	0	0	0
394.95	0	0	0	0	0	0	0	5.93	0	0	0
395.94	0	0	0	0	0	0	0	5.94	0	0	0
396.94	0	0	0	0	0	0	0	5.96	0	0	0
398.2	0	0	0	0	0	0	0	5.97	0	0	0
398.21	0	0	0	0	0	0	0	5.95	0	0	0
398.22	0	0	0	0	0	0	0	5.97	0	0	0
398.94	0	0	0	0	0	0	0	5.99	0	0	0
399.94	0	0	0	0	0	0	0	5.99	0	0	0
400.21	0	0	0	0	0	0	0	5.99	0	0	0
400.22	0	0	0	0	0	0	0	5.99	0	0	0
400.24	0	0	0	0	0	0	0	5.99	0	0	0
400.94	0	0	0	0	0	0	0	6	0	0	0
401.94	0	0	0	0	0	0	0	0	0	0	19.867
407	0	0	0	0	0	0	18.05	0	0	0	0
407.93	0	0	0	0	0	0	0	0	0	0	19.949
409	17.085	0.079	0	0	0	0	0	0	0	0	0
410.92	0	0	0	0	0	0	0	0	0	0	19.986
416.93	0	0	0	0	0	0	0	0	0	0	20.643
426.8	0	0	0	0	0	0	0	0	0	0	20.111
433	17.112	0.035	0	0	0	0	0	0	0	0	0
440.9	0	0	0	0	0	0	0	0	0	0	20.48
441	0	0	0	0	0	0	18.1	0	0	0	0

