46850.8,4.37
46850.82,4.4
46851.87,4.21
46851.9,4.22
46852.78,4.16
46852.8,4.11
46852.86,4.1
46852.94,4.11
46853.0,4.14
46853.93,4.05
46854.0,4.09
46854.86,4.05
46855.2,4.09
46855.85,4.05
46856.1,4.08
46857.1,4.05
46857.79,4
46857.8,4
46858.0,4.03
46858.94,3.96
46859.0,3.97
46859.1,3.95
46859.77,3.94
46859.9,3.91
46860.0,3.94
46860.1,3.9
46860.76,3.89
46861.77,3.84
46862.9,3.81
46863.1,3.79
46863.1,3.8
46863.75,3.78
46864.1,3.76
46864.75,3.75
46865.0,3.73
46865.1,3.72
46865.75,3.72
46866.1,3.69
46866.75,3.68
46866.91,3.68
46867.75,3.66
46868.1,3.56
46869.1,3.61
46870.1,3.58
46870.77,3.56
46871.75,3.53
46872.75,3.5
46873.1,3.47
46873.75,3.45
46873.88,3.46
46874.1,3.44
46874.75,3.42
46875.1,3.4
46875.75,3.4
46876.1,3.38
46876.1,3.39
46876.74,3.39
46877.75,3.35
46878.76,3.31
46879.75,3.3
46880.75,3.27
46881.74,3.23
46883.81,3.17
46884.75,3.15
46885.83,3.11
46885.84,3.1
46886.75,3.08
46887.74,3.04
46889.81,2.98
46890.89,2.94
46891.75,2.93
46893.75,2.88
46894.75,2.85
46896.75,2.8
46897.75,2.77
46898.74,2.74
46900.74,2.6890
46900.74,2.69
46901.73,2.6760
46901.73,2.68
46902.74,2.6690
46902.74,2.67
46903.84,2.6370
46903.84,2.64
46904.0,2.6
46905.79,2.6
46905.79,2.6020
46906.74,2.5800
46906.74,2.58
46908.73,2.53
46908.73,2.5350
46909.73,2.51
46909.73,2.5140
46910.74,2.49
46910.74,2.4950
46911.73,2.49
46911.73,2.4910
46913.73,2.4700
46913.73,2.47
46915.74,2.4100
46915.74,2.41
46916.72,2.4200
46916.72,2.42
46917.73,2.4200
46917.73,2.42
46918.72,2.3800
46918.72,2.38
46922.72,2.33
46922.73,2.3260
46923.75,2.3000
46923.75,2.3
46924.76,2.2790
46924.76,2.28
46929.79,2.2700
46929.8,2.27
46931.72,2.2790
46931.72,2.28
46933.71,2.29
46933.71,2.2910
46934.72,2.28
46934.73,2.2850
46935.71,2.28
46935.71,2.2830
46940.71,2.2990
46940.71,2.3
46941.72,2.2820
46941.72,2.3
46942.7,2.3
46942.70,2.3050
46946.71,2.39
46946.71,2.3910
46948.71,2.4260
46948.71,2.43
46951.69,2.5020
46951.7,2.5
46953.69,2.5490
46953.69,2.55
46954.70,2.5900
46954.7,2.59
46958.7,2.77
46958.70,2.7710
46960.70,2.8480
46960.7,2.85
46961.69,2.94
46961.69,2.9430
46964.71,3.06
46964.71,3.0640
46965.17,3.1
46965.17,3.1050
46965.7,3.14
46965.70,3.1410
46966.17,3.1500
46966.17,3.15
46966.7,3.18
46966.70,3.1830
46967.17,3.2
46967.17,3.2020
46967.69,3.2170
46967.69,3.22
46970.18,3.3060
46970.18,3.31
46971.71,3.33
46971.72,3.3300
46975.18,3.3780
46975.18,3.38
46977.70,3.4090
46977.7,3.41
46979.71,3.4180
46979.71,3.42
46980.18,3.45
46980.18,3.4530
46980.7,3.44
46980.70,3.4410
46981.18,3.4410
46981.71,3.45
46981.71,3.4550
46982.70,3.4470
46982.7,3.45
46983.18,3.4760
46983.18,3.48
46984.17,3.48
46985.18,3.49
46986.19,3.5
46989.16,3.52
46990.1,3.53
46991.18,3.54
46997.18,3.6
46998.17,3.61
46999.17,3.61
47000.16,3.62
47005.15,3.66
47006.14,3.66
47007.14,3.68
47009.14,3.7
47013.16,3.73
47014.17,3.74
47020.03,3.77
47021.07,3.79
47021.17,3.8
47022.05,3.8
47023.16,3.8
47025.07,3.83
47025.16,3.82
47027.16,3.83
47028.16,3.84
47031.12,3.87
47031.13,3.86
47033.11,3.9
47034.1,3.9
47037.38,3.9300
47037.39,3.9200
47037.40,3.9100
47040.16,3.94
47041.04,3.94
47041.37,3.9600
47041.39,3.9600
47042.99,3.95
47044.04,3.97
47044.13,3.9700
47044.33,3.9800
47044.34,3.9700
47044.97,3.97
47046.0,3.98
47047.03,3.99
47047.33,4.0100
47047.34,4.0200
47047.35,4.0200
47048.17,4.02
47049.05,4.01
47050.28,4.0100
47050.28,4.0300
47050.29,4.0200
47052.11,4.03
47054.13,4.06
47054.27,4.0400
47054.28,4.0600
47054.29,4.0700
47055.07,4.06
47056.12,4.07
47063.12,4.13
47064.29,4.1500
47064.30,4.1400
47064.31,4.1400
47068.01,4.15
47069.99,4.18
47071.06,4.19
47072.12,4.2
47073.12,4.21
47074.02,4.2
47075.02,4.22
47077.02,4.24
47078.01,4.25
47080.08,4.26
47081.04,4.28
47082.12,4.29
47084.98,4.29
47086.02,4.32
47087.30,4.3300
47087.30,4.3400
47087.31,4.3200
47089.22,4.3600
47089.23,4.3700
47090.07,4.34
47095.25,4.3900
47095.26,4.4000
47095.87,4.4
47096.31,4.4100
47096.33,4.4100
47098.01,4.42
47098.87,4.42
47099.97,4.44
47100.98,4.44
47101.94,4.45
47102.94,4.46
47103.23,4.4700
47103.25,4.4600
47103.26,4.4700
47104.01,4.47
47104.94,4.48
47105.87,4.49
47106.29,4.5300
47106.30,4.4900
47107.08,4.49
47107.98,4.48
47109.01,4.49
47109.85,4.52
47110.12,4.5300
47110.13,4.5300
47110.14,4.5200
47112.79,4.55
47113.07,4.54
47113.79,4.54
47114.1,4.54
47114.87,4.57
47115.83,4.57
47117.18,4.5900
47117.19,4.5900
47117.21,4.5900
47117.93,4.59
47118.77,4.57
47119.89,4.6
47120.97,4.62
47121.27,4.6400
47121.28,4.6300
47121.96,4.62
47122.79,4.62
47122.97,4.63
47123.25,4.6600
47123.26,4.6600
47123.82,4.64
47124.02,4.65
47124.86,4.65
47125.95,4.66
47126.94,4.68
47128.84,4.69
47129.0,4.7
47130.23,4.1000
47130.24,4.7100
